"","ID","screen_name","created_at","census_tract","text","lat","lon","radius","all_afinn_lexicon_words","all_afinn_lexicon_values","all_polarity_lexicon_words","all_polarity_lexicon_values","afinn_lexicon_scores","polarity_lexicon_scores"
"140",140,"Taipolar_twitch",2021-10-11 23:25:02,51550020100,"legogroup 3stripes looking clean",36.80864,-76.25609,"5mi","clean","2",NA,NA,2,NA
"141",141,"MLSGoneWild",2021-10-11 23:24:59,51550020100,"no suprise that godoy and zimmerman were the best players for their teams last night usmnt everyonen",36.80864,-76.25609,"5mi","no, best","-1, 3","best","1",1,1
"142",142,"JamesHooker1982",2021-10-11 23:24:54,51550020100,"peakauto nascar clintbowyer im in between martintruexjr and keselowski",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"143",143,"kpmceachin",2021-10-11 23:24:53,51550020100,"no matter how long it takes when god works its always worth the wait ",36.80864,-76.25609,"5mi","no, matter, god, worth","-1, 1, 1, 2",NA,NA,0.75,NA
"144",144,"roberrrry_",2021-10-11 23:24:50,51550020100,"ima humble bee ",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
"145",145,"GhostStationTv",2021-10-11 23:24:45,51550020100,"sameoldcash proud of you",36.80864,-76.25609,"5mi","proud","2",NA,NA,2,NA
"146",146,"JoshBoonePhoto",2021-10-11 23:24:17,51550020100,"thankful httpstco3agdodgzyg",36.80864,-76.25609,"5mi","thankful","2",NA,NA,2,NA
"147",147,"theworstdev",2021-10-11 23:24:03,51550020100,"idc im still soft blocking all yall httpstcoh22ds2wrzu",36.80864,-76.25609,"5mi","blocking","-1",NA,NA,-1,NA
"148",148,"damwop2",2021-10-11 23:23:59,51550020100,"tins1222 im getting one for my hip thursday and cant use the open one i have meds ready for it hope they help otherwise ill be a damn mess",36.80864,-76.25609,"5mi","hope, help, ill, damn, mess","2, 2, -2, -4, -2","cant","-1",-0.8,-1
"149",149,"Dabiggest1st",2021-10-11 23:23:33,51550020100,"people wired as hell",36.80864,-76.25609,"5mi","hell","-4",NA,NA,-4,NA
"150",150,"MichelleWolfTV",2021-10-11 23:23:10,51550020100,"nicole sperry a teacher at chesapeake public schools asks the school board to keep covid mitigation measures in place two weeks ago sperry lost her 10yearold daughter teresa to the virus wavynews httpstcobhwjvildvy",36.80864,-76.25609,"5mi","lost","-3",NA,NA,-3,NA
"151",151,"RoshonCarter",2021-10-11 23:23:09,51550020100,"mid season tape httpstco4n9cy3x3my httpstcom2j4s2frn8",36.80864,-76.25609,"5mi",NA,NA,NA,NA,NA,NA
