"","ID","screen_name","created_at","census_tract","text","lat","lon","radius","all_afinn_lexicon_words","all_afinn_lexicon_values","all_polarity_lexicon_words","all_polarity_lexicon_values","afinn_lexicon_scores","polarity_lexicon_scores"
"44",44,"Huncho_4Hunna",2021-10-12 00:58:09,51710005100,"waaaab man what httpstcoib3h3dzpyx",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"45",45,"_AustinMullins",2021-10-12 00:58:07,51710005100,"thesmokeyvol would die for copperhead road to be played just once maybe before the first defensive drive",36.830177,-76.2613,"5mi","die","-3",NA,NA,-3,NA
"46",46,"TiaaQween",2021-10-12 00:58:03,51710005100,"aint no way in hell we can be friends ",36.830177,-76.2613,"5mi","no, hell","-1, -4",NA,NA,-2.5,NA
"47",47,"lynnboo19826211",2021-10-12 00:57:54,51710005100,"shit trump is a liar 22 4 the world is round  so thats makes biden is our president and kamala is vp damn these dangerous republicans wont say the facts  they are all 2 cents whores for trump",36.830177,-76.2613,"5mi","shit, liar, damn","-4, -3, -4",NA,NA,-3.67,NA
"48",48,"eadyIofficial",2021-10-12 00:48:50,51710005100,"mariaacarmen too many complications going on right now but i see only 3 wins up there at the moment they have no defense and their offense is regressing",36.830177,-76.2613,"5mi","wins, no","4, -1",NA,NA,1.5,NA
"49",49,"_denon_",2021-10-12 00:57:43,51710005100,"nsu and odu homecoming this weekend norfolk bout go crazy",36.830177,-76.2613,"5mi","crazy","-2",NA,NA,-2,NA
"50",50,"dotdotcurvv",2021-10-12 00:57:43,51710005100,"good shit wink",36.830177,-76.2613,"5mi","good, shit","3, -4","good","1",-0.5,1
"51",51,"NeilYoungSaveUs",2021-10-12 00:57:40,51710005100,"lol raiders are fd mmmmbuh bye johngruden",36.830177,-76.2613,"5mi","lol","3",NA,NA,3,NA
"52",52,"Quittadatdohair",2021-10-12 00:57:05,51710005100,"i want an bang long hairknotlesswavy bob another ponytail damn",36.830177,-76.2613,"5mi","want, damn","1, -4",NA,NA,-1.5,NA
"53",53,"Young_Ajummah",2021-10-12 00:42:59,51710005100,"virtual concerts are here to stay companies  reaching fans worldwide are too good to pass up kpopchat",36.830177,-76.2613,"5mi","reaching, good","1, 3","good","1",2,1
"54",54,"ThvtsDvtGusshh",2021-10-12 00:56:53,51710005100,"tonights dinner  fried chicken wings baked bbq wings baked macampcheese yams broccoli amp honey butter cornbread ",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"55",55,"kwality_",2021-10-12 00:56:48,51710005100,"my uncle shot his shot at my wife and shes so disturbed ",36.830177,-76.2613,"5mi","disturbed","-2",NA,NA,-2,NA
"56",56,"sugardrift",2021-10-12 00:56:37,51710005100,"biggestrebel thank u  i think its really fun 3",36.830177,-76.2613,"5mi","thank, fun","2, 4",NA,NA,3,NA
"57",57,"GoldenBallSocce",2021-10-12 00:56:37,51710005100,"fantastic weekend at wags soccer tournament our 2006 girls team got a perfect tournament 3 wins with 11 goals and zero 0 goals against congratulations for your hard work and dedication thank you for all the support from parents and families cheers to the champions httpstcoshve4zuhcy",36.830177,-76.2613,"5mi","fantastic, perfect, wins, congratulations, hard, thank, support, cheers","4, 3, 4, 2, -1, 2, 2, 2","hard, work","-1, 1",2.25,0
"58",58,"ShawnKole",2021-10-12 00:56:35,51710005100,"this is drinkleft after 2 glasses of wine httpstcovsj76v28kh",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"59",59,"garver_randy",2021-10-12 00:56:35,51710005100,"ravens imagine when they play the browns or chargers this defense cannot tackle they play pin ball",36.830177,-76.2613,"5mi",NA,NA,"cannot","-1",NA,-1
"60",60,"MooreJay_",2021-10-12 00:56:26,51710005100,"hey bae  httpstcoycxssvwjmt",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"61",61,"WColumbus60",2021-10-12 00:56:03,51710005100,"the6ixman really liking barns chewy dboy wainright really do not know how they could drop either of those two",36.830177,-76.2613,"5mi","drop","-1","drop","-1",-1,-1
"62",62,"DrRebeccaCowan",2021-10-12 00:55:58,51710005100,"in this study we reviewed amp categorized every case brought before the va board of counseling between 19992019 we tracked both ethical violations and sanctions find our full publication here httpstcoztf9oczvnhethics couned research httpstcoqrg9hb1g1m",36.830177,-76.2613,"5mi","ethical","2",NA,NA,2,NA
"63",63,"DailyPowrRangrs",2021-10-12 00:46:05,51710005100,"branchloveschez since the trump fans decided so",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"64",64,"DeontaNashawn",2021-10-12 00:55:40,51710005100,"xtaaayyy i got mace ",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"65",65,"MikaylaBrieann1",2021-10-12 00:55:32,51710005100,"amp thats my biggest problem in denial bout you",36.830177,-76.2613,"5mi","problem","-2",NA,NA,-2,NA
"66",66,"ethan4322",2021-10-12 00:55:28,51710005100,"i kinda wanna go to olive garden to feel",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"67",67,"PrinceOfKemet86",2021-10-12 00:54:25,51710005100,"shit lame as hell it definitely doesnt benefit the comics in any way ill stick to anime httpstcobt0fofu2le",36.830177,-76.2613,"5mi","shit, lame, hell, benefit, ill","-4, -2, -4, 2, -2",NA,NA,-2,NA
"68",68,"alfredmcklenski",2021-10-12 00:55:21,51710005100,"blessed",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"69",69,"maxxon_xavier",2021-10-12 00:55:06,51710005100,"keyon this tweet just made me feel broke even tho i also have an ipad ",36.830177,-76.2613,"5mi","broke","-1",NA,NA,-1,NA
"70",70,"NoahZukowski",2021-10-12 00:55:06,51710005100,"redranger1312 mutual aid is not charitythank youstrikes work because unions support workers when not working this requires not just pocket change but sustainable labor and skills not the least of which is legal talent a true general strike needs a very large support from solidarity",36.830177,-76.2613,"5mi","support, legal, true, strike, support, solidarity","2, 1, 2, -1, 2, 2","work, least","1, -1",1.33,0
"71",71,"SantanaBananas",2021-10-12 00:55:00,51710005100,"gruden gonna be gone tomorrow morning huh",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"72",72,"Errrrthangdope",2021-10-12 00:54:47,51710005100,"bcbenesch getnickwright yall troll job on haters is hilarious",36.830177,-76.2613,"5mi","haters, hilarious","-3, 2",NA,NA,-0.5,NA
"73",73,"AndrewStroud92",2021-10-12 00:54:36,51710005100,"lukestamps fundamentalism sounds exhausting narrator it is",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"74",74,"teganandmorgan",2021-10-12 00:54:33,51710005100,"instagram youve done it again stripped me of my confidence",36.830177,-76.2613,"5mi","confidence","2",NA,NA,2,NA
"75",75,"ZingherPolisci",2021-10-12 00:54:22,51710005100,"ylelkes my dad took one look at my ap us history textbook when i was in 11th grade shook his head and then put a stack of books on my desk the next day including this one",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"76",76,"courtneyalch",2021-10-12 00:52:37,51710005100,"went through some of yall media that had a problem w this tweet and let me say yall thing to yall mission complete baby httpstco5fjtbjtqm4",36.830177,-76.2613,"5mi","problem","-2",NA,NA,-2,NA
"77",77,"BaldHeadQueen",2021-10-12 00:54:22,51710005100,"baldheadmarcus congratulations brother",36.830177,-76.2613,"5mi","congratulations","2",NA,NA,2,NA
"78",78,"BarrelsTTV",2021-10-12 00:54:20,51710005100,"nyaaaaati damn nice cannons",36.830177,-76.2613,"5mi","damn, nice","-4, 3",NA,NA,-0.5,NA
"79",79,"_ayyykela",2021-10-12 00:51:43,51710005100,"when you actually going through one  these lyrics about to hit home  httpstcouwldop4t5s",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"80",80,"13NewsNow",2021-10-12 00:54:05,51710005100,"virginia redistricting commission could leave state maps to va supreme court move onto congressional maps httpstco3adgt57zu6",36.830177,-76.2613,"5mi","leave","-1",NA,NA,-1,NA
"81",81,"Soscia_Art",2021-10-12 00:53:51,51710005100,"1stgradeartists were so quiet and focused on tracing their tiger drawings today i hated to get them ready to leave cant wait to see what they look like with color and frames mrtigergoeswild artteacherlife artteacher httpstcoyojgm91vml",36.830177,-76.2613,"5mi","focused, hated, leave, like","2, -3, -1, 2","cant","-1",0,-1
"82",82,"CEESWASPOPPIN_",2021-10-12 00:46:22,51710005100,"otp with buzzo ",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"83",83,"MarcFinesse__",2021-10-12 00:52:18,51710005100,"i really need baltimore to not trick the money off",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"84",84,"AllxEvol",2021-10-12 00:46:48,51710005100,"babyblckheart nobody forcing you lol and the internet has nothing to do with anything do your own research",36.830177,-76.2613,"5mi","lol","3",NA,NA,3,NA
"85",85,"musicnerdzradio",2021-10-12 00:52:41,51710005100,"aaliyah  at your best you are love intro clean",36.830177,-76.2613,"5mi","best, love, clean","3, 3, 2","best","1",2.67,1
"86",86,"YouKnowItsRyl",2021-10-12 00:52:41,51710005100,"esflygirlyy lordvader99 js24 40zmyaaa jonxgenius yeah i cant with this kid ",36.830177,-76.2613,"5mi","yeah","1","cant","-1",1,-1
"87",87,"AJSpadez",2021-10-12 00:52:25,51710005100,"pepperoni and black olives httpstcofpey9ma52s",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"88",88,"mspep26",2021-10-12 00:51:58,51710005100,"ajpodchaski a6 best advice is to always make a list i find that knowing what i have to do and crossing it off makes me feel more productive dont stress if you dont get everything done that day that you had planned on move it to the next days list amp keep on chugging edtechchat",36.830177,-76.2613,"5mi","best","3","best, more","1, 1",3,1
"89",89,"StevenWHeard",2021-10-12 00:51:53,51710005100,"mcgregersss chrisba38238065 keep telling yourself that",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"90",90,"historyAmok",2021-10-12 00:51:34,51710005100,"my ss struggled with an activity today i shut it down asked them why they were frustrated their list is the same as mine every day i pointed that out talked about responsibility and made them do it again dragging kiddos kicking and screaming to real learning",36.830177,-76.2613,"5mi","struggled, frustrated, screaming","-2, -2, -2","down","-1",-2,-1
"91",91,"amaginej",2021-10-12 00:51:28,51710005100,"tory lanes pain will always run",36.830177,-76.2613,"5mi","pain","-2","pain","-1",-2,-1
"92",92,"JoshRingg",2021-10-12 00:51:23,51710005100,"run the damn ball  big q fortheshoe",36.830177,-76.2613,"5mi","damn, big","-4, 1",NA,NA,-1.5,NA
"93",93,"jizzle_nicetown",2021-10-12 00:51:09,51710005100,"ninjabands keep that cancer away from the team nothing good about it",36.830177,-76.2613,"5mi","cancer, good","-1, 3","good","1",1,1
"94",94,"blacktopin757",2021-10-12 00:50:59,51710005100,"bsmith517 congrats man wish my body was like that",36.830177,-76.2613,"5mi","congrats, wish, like","2, 1, 2",NA,NA,1.67,NA
"95",95,"Squerk_",2021-10-12 00:50:44,51710005100,"bpriestess the mouse pad ",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"96",96,"noptyft",2021-10-12 00:50:27,51710005100,"terrymcauliffe terry is closest to clintons and raised more money for hillary than anyone else his win in virginia will be a vote for anti parental influenceput sex offenders in your childs restroom locker room and bedroom on school trips stop the good ole boy system kaine was a hc clone",36.830177,-76.2613,"5mi","win, anti, stop, good","4, -1, -1, 3","more, good","1, 1",1.25,1
"97",97,"Queenkeeeee_",2021-10-12 00:48:44,51710005100,"im learning to live in my happiness and not ruin it for myself",36.830177,-76.2613,"5mi","happiness, ruin","3, -2",NA,NA,0.5,NA
"98",98,"beckybrettamos",2021-10-12 00:50:08,51710005100,"our customers are more than credit scores and income documents httpstcompuo34ulll",36.830177,-76.2613,"5mi",NA,NA,"more","1",NA,1
"99",99,"_GShado",2021-10-12 00:50:06,51710005100,"presave my new single warrr feat mally2x on spotify httpstcovizf1peulu powered by distrokid",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"100",100,"SeeXayGo",2021-10-12 00:50:00,51710005100,"arkansasjuice mikegolicjr lol youre expanding on why i said what i said  alabama has been so dominant mississippi state could lose the rest of its sec schedule but they beat alabama it was a testament to how good the tide are",36.830177,-76.2613,"5mi","lol, good","3, 3","expanding, beat, good","1, 1, 1",3,1
"101",101,"idcwhatyuhthink",2021-10-12 00:49:37,51710005100,"raising kids in this world is beyond scary little girls are being snatched off the street and little boys are killing eachother terrifying",36.830177,-76.2613,"5mi","scary, killing","-2, -3",NA,NA,-2.5,NA
"102",102,"_cocochernal",2021-10-12 00:49:36,51710005100,"bro cant nobody else get nothing else out of me like yall are soooo disrespectful and im tired of being freaking tested",36.830177,-76.2613,"5mi","like, tired","2, -2","cant, tired","-1, -1",0,-1
"103",103,"katelynn_fehnel",2021-10-12 00:49:30,51710005100,"breakandburn13 i got there around 2 and was only in line for such a short amount of time it was so nice",36.830177,-76.2613,"5mi","nice","3",NA,NA,3,NA
"104",104,"Lj_Foster",2021-10-12 00:49:18,51710005100,"these mfs pissing me off httpstcoyirxrezksp",36.830177,-76.2613,"5mi","pissing","-3",NA,NA,-3,NA
"105",105,"gclions",2021-10-12 00:49:16,51710005100,"darius leonard is what i hope derrick barnes can become",36.830177,-76.2613,"5mi","hope","2",NA,NA,2,NA
"106",106,"coach_clai",2021-10-12 00:48:19,51710005100,"we got 2 weeks sign up now httpstcoafxtrdkb1z",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"107",107,"OrigenOfSpices",2021-10-12 00:48:13,51710005100,"beautiful httpstcoxtff50sbmd",36.830177,-76.2613,"5mi","beautiful","3",NA,NA,3,NA
"108",108,"Valkyr101",2021-10-12 00:48:10,51710005100,"ffs ursulav what the hell kind of final sentence is that anyway",36.830177,-76.2613,"5mi","hell, kind, sentence","-4, 2, -2",NA,NA,-1.33,NA
"109",109,"KingWynn_5",2021-10-12 00:47:52,51710005100,"somebody tell lamar if he wanna finish the season he better stay in that pocket baby ",36.830177,-76.2613,"5mi","better","2","better","1",2,1
"110",110,"CALJr8760",2021-10-12 00:47:49,51710005100,"ameliadawn last game i played was astral chain so im fucked",36.830177,-76.2613,"5mi","fucked","-4",NA,NA,-4,NA
"111",111,"GreenbrierTaxi",2021-10-12 00:47:25,51710005100," light rain at norfolk intl airport drivers please slow down and leave plenty of room between you and the vehicle ahead of you  airport traffic weather hrva",36.830177,-76.2613,"5mi","please, leave","1, -1","slow, down","-1, -1",0,-1
"112",112,"grassfield_hs",2021-10-12 00:47:24,51710005100,"the spirit link totals are in and grassfieldsca won with a great donation going to bcrfcure thank you to all who donated special shoutout to donnaweingand red white and blue look good on you  gogrizzlies thegrizzlyway httpstco5dn0iug2ba",36.830177,-76.2613,"5mi","spirit, won, great, thank, good","1, 3, 3, 2, 3","good","1",2.4,1
"113",113,"TheDisciple92",2021-10-12 00:46:34,51710005100,"yea gruden is getting fired this is not a good look on the organization right now httpstcovghojt3aml",36.830177,-76.2613,"5mi","fired, good","-2, 3","good","1",0.5,1
"114",114,"datboigreen",2021-10-12 00:46:17,51710005100,"burgerharden brooklynnets hows that working out down by 20 ",36.830177,-76.2613,"5mi",NA,NA,"down","-1",NA,-1
"115",115,"trodmedia",2021-10-12 00:45:53,51710005100,"teenarochelle does he serve it with a glass of wine",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"116",116,"ericbowles72",2021-10-12 00:43:36,51710005100,"amandalarreni gingerspage the trees are pretty",36.830177,-76.2613,"5mi","pretty","1",NA,NA,1,NA
"117",117,"nolanbenbrook",2021-10-12 00:45:35,51710005100,"michaeljburry this entire administration has been performing nothing but fabricated production after production to try to convince the country and world of their legitimacy",36.830177,-76.2613,"5mi","convince","1",NA,NA,1,NA
"118",118,"___DonDrapaa",2021-10-12 00:45:32,51710005100,"this super hard httpstcoxurkcel6jn",36.830177,-76.2613,"5mi","super, hard","3, -1","hard","-1",1,-1
"119",119,"simplysavagee",2021-10-12 00:45:24,51710005100,"blocked ",36.830177,-76.2613,"5mi","blocked","-1",NA,NA,-1,NA
"120",120,"norfolkology",2021-10-12 00:45:14,51710005100,"but he contributed to sea level rise maybe httpstcofkrbwurbf3 httpstcogmueocw2kg",36.830177,-76.2613,"5mi",NA,NA,"rise","1",NA,1
"121",121,"_uniflowerr",2021-10-12 00:43:11,51710005100,"revbuns idk she always looked young to me like she looks her age",36.830177,-76.2613,"5mi","like","2",NA,NA,2,NA
"122",122,"AceKoopa400",2021-10-12 00:44:44,51710005100,"crying  httpstco3nbmlovme3",36.830177,-76.2613,"5mi","crying","-2",NA,NA,-2,NA
"123",123,"James1972",2021-10-12 00:44:29,51710005100,"nbcnews i wonder how elonmusk feels about thatoh wait",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"124",124,"DoIt4Zero",2021-10-12 00:44:22,51710005100,"44s tippin",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"125",125,"bandupcope",2021-10-12 00:43:48,51710005100,"ridgeroulette stay tuned nephew",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"126",126,"willrowlands24",2021-10-12 00:43:36,51710005100,"iamvictoryaa sent it wya",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"127",127,"Coach_Odums",2021-10-12 00:43:35,51710005100,"its move on monday block out the noise focus on what is now ready to battle whats next nothing in your rear view eyes front and centered 30k inside william price the greatest recruiting tool is atmosphere we need sparta rocking 3 home games left why not nsu behold",36.830177,-76.2613,"5mi","block, battle, greatest","-1, -1, 3","greatest","1",0.33,1
"128",128,"lebasfondmusic",2021-10-12 00:43:32,51710005100,"rafaelshimunov please remember that there are native people who are out here trying to claim littlefeather isnt native with their bs pretendian list are using colonial constructs to police native identity for their own gainpromotion of their own books  theyre  a disgrace",36.830177,-76.2613,"5mi","please, disgrace","1, -2",NA,NA,-0.5,NA
"129",129,"jreshad",2021-10-12 00:43:21,51710005100,"phillybul215 still hard to believe he fell off like that",36.830177,-76.2613,"5mi","hard, like","-1, 2","hard, fell","-1, -1",0.5,-1
"130",130,"nikthezombie",2021-10-12 00:43:15,51710005100,"sometimes youre the artistsometimes youre the art httpstco2k2jziai73",36.830177,-76.2613,"5mi",NA,NA,NA,NA,NA,NA
"131",131,"Tim8798",2021-10-12 00:43:12,51710005100,"ahalfnickel yeah theres a few things thats like wait what and huh you could have explained that betterextremely rushed its been explained that they ran out of time etc but still great game just sometimes things happen",36.830177,-76.2613,"5mi","yeah, like, great","1, 2, 3",NA,NA,2,NA
"132",132,"_dilla__",2021-10-12 00:42:41,51710005100,"djvlad gets a lot hate but hes a really good interviewer he always asks that questions we want to hear",36.830177,-76.2613,"5mi","hate, good, want","-3, 3, 1","good","1",0.33,1
"133",133,"ZeroLux34",2021-10-12 00:42:30,51710005100,"unreliablesize no problem",36.830177,-76.2613,"5mi","no, problem","-1, -2",NA,NA,-1.5,NA
"134",134,"jeffbowab",2021-10-12 00:42:11,51710005100,"iamseanwilson welcome to the family wahoowa",36.830177,-76.2613,"5mi","welcome","2",NA,NA,2,NA
"135",135,"icouldnap",2021-10-12 00:41:33,51710004600,"kristadb1 its possible its not actually the animal you think it is sometimes its pig anus if im remembering correctly",36.84486,-76.25199,"5mi",NA,NA,NA,NA,NA,NA
"136",136,"JasonJoseAuthor",2021-10-12 00:41:32,51710004600,"gh britt coming in second doesnt work for me that stuff about liz though",36.84486,-76.25199,"5mi",NA,NA,"work","1",NA,1
