census_tract,ct_population,ct_prct_white,ct_prct_black,ct_prct_asian,ct_prct_hispanic,ct_prct_age_5_9,ct_prct_age_10_14,ct_prct_age_15_19,ct_prct_age_20_24,ct_prct_age_25_34,ct_prct_age_35_44,ct_prct_age_45_54,ct_prct_age_55_59,ct_prct_age_60_64,ct_prct_age_65_74,ct_prct_age_75_84,ct_prct_age_85_plus,ct_median_inc,ct_prct_inc_less_than_10,ct_prct_inc_10_15,ct_prct_inc_15_25,ct_prct_inc_25_35,ct_prct_inc_35_50,ct_prct_inc_50_75,ct_prct_inc_75_100,ct_prct_inc_100_150,ct_prct_inc_150_200,ct_prct_inc_200_plus,ct_prct_less_than_9th,ct_prct_9th_12th,ct_prct_high_school,ct_prct_some_college,ct_prct_associates,ct_prct_bachelors,ct_prct_grad,ct_prct_high_school_plus,ct_prct_bachelors_plus,ct_prct_occupied,ct_prct_vacant,ct_prct_home_owner_vacancy,ct_prct_renter_vacancy,ct_prct_home_owner_occupied,ct_prct_renter_occupied
51001090100,2899,0.931010693,0.004139358,0.021386685,0.031735081,0.021731632,0.055536392,0.025526043,0.031390135,0.033459814,0.078992756,0.088651259,0.129699897,0.144877544,0.071058986,0.213521904,0.087271473,52848,0.112410656,0,0.137102014,0.076023392,0.133203379,0.191033138,0.117608837,0.087069526,0.086419753,0.059129305,0.014090344,0.113966017,0.294653958,0.17405719,0.126398674,0.116038127,0.16079569,0.871943639,0.276833817,0.346309631,0.653690369,0.058,0.095,0.736842105,0.263157895
51001090200,5771,0.68792237,0.285045919,0.022353145,0.05319702,0.07139144,0.043146768,0.013342575,0.036908681,0.050944377,0.098942991,0.102581875,0.139490556,0.054929822,0.100849073,0.156991856,0.085080575,40779,0.043079378,0.043877144,0.150777822,0.176705225,0.192261667,0.183087355,0.074990028,0.10331073,0.03191065,0,0.030711445,0.113787008,0.450287229,0.127485639,0.069818825,0.153115334,0.054794521,0.855501547,0.207909854,0.580324074,0.419675926,0.1,0,0.710011966,0.289988034
51001090300,2439,0.772857729,0.187371874,0.00902009,0.09102091,0.020500205,0.05699057,0.090610906,0.072570726,0.083640836,0.102091021,0.118491185,0.112341123,0.096350964,0.074210742,0.118081181,0.040180402,35833,0.104950495,0.045544554,0.123762376,0.215841584,0.126732673,0.114851485,0.102970297,0.052475248,0.104950495,0.007920792,0.063713592,0.127427184,0.447208738,0.199635922,0.080097087,0.052184466,0.02973301,0.808859223,0.081917476,0.785381026,0.214618974,0.017,0,0.676237624,0.323762376
51001090400,6603,0.582916856,0.392851734,0,0.231864304,0.103437831,0.07102832,0.071331213,0.058761169,0.059064062,0.152657883,0.120551265,0.087990307,0.068756626,0.04967439,0.077843405,0.055732243,43558,0.04789615,0.068487019,0.180393912,0.136974038,0.094001791,0.181736795,0.166517457,0.089525515,0.013876455,0.020590868,0.18776773,0.146596859,0.336268444,0.182532128,0.030223703,0.07710614,0.039504998,0.665635412,0.116611138,0.784410112,0.215589888,0.022,0.001,0.500447628,0.499552372
51001090500,2526,0.66429137,0.277909739,0.002375297,0.123119557,0.022565321,0.100554236,0.064133017,0.047505938,0.034837688,0.119556611,0.101741884,0.167062549,0.090657165,0.087490103,0.086302454,0.060174188,46154,0.106936416,0.039499037,0.172447013,0.075144509,0.147398844,0.185934489,0.081888247,0.158959538,0.030828516,9.63E-04,0.12303523,0.131165312,0.438482385,0.119783198,0.071544715,0.081842818,0.034146341,0.745799458,0.11598916,0.753265602,0.246734398,0.008,0.015,0.626204239,0.373795761
51001090600,3726,0.845410628,0.14331723,0.007246377,0.037305421,0.016908213,0.030327429,0.048040794,0.050993022,0.012345679,0.068169619,0.088566828,0.092055824,0.119431025,0.111379495,0.216049383,0.09178744,53060,0.035426731,0.105743425,0.129898014,0.068706388,0.11969941,0.207729469,0.09178744,0.130434783,0.041867955,0.068706388,0.021052632,0.09122807,0.292185008,0.179266348,0.096331738,0.16937799,0.150558214,0.887719298,0.319936204,0.726315789,0.273684211,0.01,0.067,0.790123457,0.209876543
51001090700,5280,0.592992424,0.367424242,0.003598485,0.034280303,0.057386364,0.063068182,0.111174242,0.065530303,0.039015152,0.099242424,0.123295455,0.129734848,0.071022727,0.070075758,0.1125,0.043371212,54643,0.03978389,0.037819253,0.074165029,0.185658153,0.140962672,0.171905697,0.234774067,0.063359528,0.021611002,0.029960707,0.020827389,0.110699001,0.357774608,0.201141227,0.114122682,0.07874465,0.116690442,0.868473609,0.195435093,0.782475019,0.217524981,0.015,0.02,0.631630648,0.368369352
51001090800,3429,0.559930009,0.421988918,0,0.042578011,0.073199183,0.065616798,0.044327792,0.046369204,0.119276757,0.096821231,0.065325168,0.116068825,0.081364829,0.080781569,0.124817731,0.044619423,42225,0.075970273,0.033856317,0.117258464,0.152766309,0.164327002,0.190751445,0.151940545,0.062758051,0.027250206,0.023121387,0.056426332,0.120465741,0.338110166,0.196148679,0.091804747,0.137035378,0.060008957,0.823107927,0.197044335,0.661748634,0.338251366,0.014,0.027,0.705202312,0.294797688
51003010100,5102,0.910819287,0.070364563,0.007056056,0.015680125,0.034496276,0.064876519,0.045668365,0.060564485,0.026068209,0.060564485,0.110936887,0.137593101,0.100352803,0.109564877,0.176401411,0.069776558,93031,0.013352408,0.036719123,0.064854554,0.07200763,0.08583691,0.146399619,0.110634239,0.155937053,0.129709108,0.184549356,0.031887755,0.042346939,0.192602041,0.184693878,0.072959184,0.266326531,0.209183673,0.925765306,0.475510204,0.916520979,0.083479021,0,0,0.821649976,0.178350024
51003010201,4807,0.900353651,0.044934471,0.024131475,0.058872478,0.04888704,0.04555856,0.089452881,0.076763054,0.040565841,0.062408987,0.14312461,0.175993343,0.084460162,0.053463699,0.115040566,0.053047639,83281,0.015143321,0.005949162,0.058409951,0.019469984,0.138453218,0.197944835,0.184424013,0.204975663,0.083288264,0.09194159,0.010419768,0.041679071,0.186662697,0.187853528,0.069365883,0.265257517,0.238761536,0.947901161,0.504019053,0.926817043,0.073182957,0.013,0,0.902650081,0.097349919
51003010202,3101,0.911963883,0.022250887,0.031602709,0.012576588,0.045146727,0.037407288,0.060303128,0.087713641,0.029345372,0.062560464,0.104804902,0.148984199,0.091260884,0.096098033,0.144147049,0.072879716,125398,0.031223629,0.026160338,0.030379747,0.015189873,0.039662447,0.102953586,0.100421941,0.246413502,0.116455696,0.291139241,0.014814815,0.026143791,0.100217865,0.129411765,0.034858388,0.270588235,0.423965142,0.959041394,0.694553377,0.87196468,0.12803532,0,0,0.923206751,0.076793249
51003010300,8515,0.840281856,0.044979448,0.064474457,0.05648855,0.08103347,0.073517322,0.064239577,0.061890781,0.027950675,0.117439812,0.147269524,0.159483265,0.066588373,0.054492073,0.066353494,0.05002936,88560,0.044177974,0.02903124,0.024613443,0.035973493,0.12969391,0.174502998,0.15872515,0.193120858,0.126222783,0.083938151,0.030066248,0.052318668,0.168167148,0.171564464,0.046373365,0.28758281,0.243927297,0.917615084,0.531510107,0.947950942,0.052049058,0,0.079,0.699274219,0.300725781
51003010401,4175,0.891257485,0.094371257,0,0.009101796,0.073293413,0.043832335,0.058682635,0.034011976,0.035928144,0.119281437,0.073772455,0.136526946,0.108982036,0.076167665,0.13988024,0.090538922,76452,0.019911504,0.014933628,0.077433628,0.065265487,0.145464602,0.167035398,0.113384956,0.153761062,0.073561947,0.169247788,0.024134646,0.067640521,0.230549381,0.179104478,0.047951731,0.254684027,0.195935218,0.908224833,0.450619244,0.846045859,0.153954141,0.014,0.036,0.743362832,0.256637168
51003010402,3000,0.872333333,0.021666667,0.035333333,0.005,0.043,0.029333333,0.039,0.034666667,0.033333333,0.068,0.081666667,0.159,0.115666667,0.073,0.198333333,0.108666667,99800,0,0.0356623,0.005094614,0.076419214,0.082969432,0.120087336,0.181222707,0.158660844,0.099708879,0.240174672,0.021933387,0.055645816,0.152721365,0.112916328,0.039805037,0.332656377,0.28432169,0.922420796,0.616978067,0.908730159,0.091269841,0.02,0.058,0.906113537,0.093886463
51003010500,5492,0.812818645,0.11416606,0.038965768,0.020575382,0.057538237,0.050254916,0.056809905,0.024581209,0.030954115,0.177713037,0.104151493,0.10579024,0.046613256,0.050254916,0.144573926,0.095047342,78112,0.030113845,0.009915534,0.04737422,0.090708777,0.103562248,0.200146897,0.114579508,0.170400294,0.096584649,0.136614029,0.036423068,0.031053,0.12981555,0.147093159,0.024982489,0.344384777,0.286247957,0.932523932,0.630632734,0.938965517,0.061034483,0,0.069,0.45795079,0.54204921
51003010601,6330,0.71563981,0.193048973,0.068404423,0.03206951,0.071248025,0.059083728,0.071406003,0.016745656,0.099526066,0.100631912,0.102685624,0.092417062,0.075987362,0.085624013,0.100947867,0.063349131,62500,0.074773414,0.011329305,0.142749245,0.107628399,0.09592145,0.121601208,0.100830816,0.133308157,0.140483384,0.071374622,0.031966644,0.064859856,0.127866574,0.189020153,0.068566134,0.22237665,0.295343989,0.9031735,0.517720639,0.941678521,0.058321479,0,0.036,0.5,0.5
51003010602,4314,0.853732035,0.08715809,0.023180343,0.036393139,0.03917478,0.066063978,0.071859064,0.04659249,0.037783959,0.16689847,0.134214186,0.105006954,0.102225313,0.048215114,0.121001391,0.042420028,93458,0.039279869,0.020185488,0.05400982,0.042007638,0.099836334,0.133115112,0.154391708,0.199127114,0.130932897,0.127114021,0.018518519,0.013810421,0.109227872,0.13747646,0.062774639,0.354990584,0.303201507,0.967671061,0.65819209,0.9165,0.0835,0.023,0.076,0.640480087,0.359519913
51003010700,6064,0.585751979,0.273251979,0.071569921,0.095316623,0.079155673,0.056728232,0.0323219,0.058212401,0.081134565,0.193271768,0.113291557,0.11378628,0.077506596,0.059201847,0.06810686,0.042875989,58301,0.078622239,0.019468364,0.098090603,0.062897791,0.156495694,0.221639835,0.119805316,0.145638338,0.078622239,0.018719581,0.034293879,0.080257204,0.2086211,0.243391284,0.025005954,0.213860443,0.194570136,0.885448916,0.408430579,0.905423729,0.094576271,0,0.033,0.332085361,0.667914639
51003010800,5721,0.776437686,0.128474043,0.065023597,0.087222514,0.053137563,0.066596749,0.034784129,0.0454466,0.042824681,0.22565985,0.149973781,0.086523335,0.044747422,0.05680825,0.077958399,0.060828526,66097,0.047124304,0,0.120222635,0.075324675,0.156957328,0.143599258,0.14174397,0.119109462,0.112801484,0.083116883,0.044090489,0.039012004,0.07179132,0.230840259,0.054939982,0.340489381,0.218836565,0.916897507,0.559325946,0.918228279,0.081771721,0,0.046,0.372170686,0.627829314
51003010901,1920,0.656770833,0.021875,0.270833333,0.047916667,0.0234375,0.009375,0.004166667,0.159895833,0.144791667,0.391666667,0.063020833,0.018229167,0.024479167,0.0265625,0.03125,0.0515625,41500,0.187853107,0.039548023,0.151129944,0.080508475,0.094632768,0.144067797,0.087570621,0.063559322,0.06920904,0.081920904,0.004746835,0,0.028481013,0.03164557,0.022943038,0.554588608,0.357594937,0.995253165,0.912183544,0.878411911,0.121588089,0,0.077,0.214689266,0.785310734
51003010902,3520,0.694602273,0.076420455,0.174147727,0.140056818,0.019886364,0.027840909,0.015909091,0.541761364,0.215340909,0.100852273,0.024431818,0.025,0.002272727,0.011079545,0.0125,0.002556818,46103,0.11622276,0.041162228,0.079903148,0.16464891,0.130750605,0.227602906,0.118644068,0.01937046,0.021791768,0.079903148,0.033280507,0.091917591,0.066561014,0.153724247,0.033280507,0.215530903,0.40570523,0.874801902,0.621236133,0.942922374,0.057077626,0,0.028,0.157384988,0.842615012
51003011000,6528,0.945006127,0.012408088,0.033241422,0.043045343,0.041973039,0.065563725,0.060508578,0.067095588,0.026194853,0.065563725,0.135723039,0.131280637,0.065257353,0.104473039,0.122089461,0.082107843,135078,0.028594442,0,0.040273862,0.039871124,0.057591623,0.122029803,0.08175594,0.157470801,0.134917439,0.337494966,0.01099129,0.021567814,0.08067192,0.065740357,0.035047698,0.302571547,0.483409374,0.967440896,0.785980921,0.934512608,0.065487392,0,0.101,0.863471607,0.136528393
51003011100,8287,0.936768432,0.021720767,0.021720767,0.010860384,0.0622662,0.079763485,0.082056233,0.06612767,0.021238084,0.083504284,0.146977193,0.136116809,0.040666104,0.097019428,0.103414987,0.040666104,80556,0.02748538,0.011695906,0.086842105,0.085672515,0.083625731,0.15877193,0.111988304,0.208479532,0.095321637,0.130116959,0.012968805,0.029092184,0.143357869,0.125657203,0.04766912,0.324044865,0.317209954,0.957939012,0.641254819,0.886699507,0.113300493,0,0.066,0.751461988,0.248538012
51003011201,4065,0.910455105,0.061500615,0.00295203,0.071832718,0.048708487,0.056826568,0.060270603,0.085116851,0.053136531,0.061500615,0.115375154,0.156949569,0.103813038,0.069126691,0.135547355,0.043788438,89138,0.01905972,0.010165184,0.116899619,0.06797967,0.08068615,0.125158831,0.189326557,0.120711563,0.08386277,0.186149936,0.040296925,0.040296925,0.197949806,0.16542948,0.046306115,0.295157299,0.21456345,0.919406151,0.509720749,0.820646507,0.179353493,0,0.147,0.771918679,0.228081321
51003011202,3616,0.886891593,0.029867257,0.042588496,0.08324115,0.034015487,0.086283186,0.076880531,0.050608407,0.017699115,0.068584071,0.141869469,0.162334071,0.069137168,0.079369469,0.149059735,0.052544248,133162,0.005054152,0.01299639,0.046931408,0.03032491,0.112635379,0.046931408,0.174729242,0.174729242,0.132851986,0.262815884,0.018825301,0.034638554,0.13253012,0.088855422,0.039909639,0.314759036,0.370481928,0.946536145,0.685240964,0.904046997,0.095953003,0.02,0.15,0.893862816,0.106137184
51003011301,5789,0.815339437,0.117464156,0.051131456,0.029711522,0.043876317,0.05406806,0.047158404,0.031266195,0.045949214,0.154603558,0.111590948,0.167559164,0.085679737,0.076869926,0.125583002,0.037312144,74861,0.003193431,0.030565693,0.046076642,0.061131387,0.148722628,0.212135036,0.186587591,0.179288321,0.052007299,0.080291971,0.073078632,0.06219458,0.222567748,0.196579298,0.076188361,0.236339405,0.133051977,0.864726788,0.369391382,0.903917526,0.096082474,0.024,0.056,0.690237226,0.309762774
51003011302,4936,0.755267423,0.121353323,0.045583468,0.241491086,0.063209076,0.087925446,0.037277147,0.068476499,0.228119935,0.271474878,0.102309562,0.06280389,0.022082658,0.021474878,0.030794165,0.004051864,61292,0.07520564,0.014688602,0.09106933,0.069917744,0.093419506,0.25440658,0.111045828,0.247943596,0.019976498,0.022326675,0.057041699,0.074350905,0.166404406,0.171125098,0.093627065,0.214398112,0.223052714,0.868607396,0.437450826,0.948189415,0.051810585,0,0.018,0.207403055,0.792596945
51003011303,3928,0.75,0.131873727,0.092413442,0.074338086,0.062118126,0.052443992,0.032841141,0.037169043,0.0799389,0.25305499,0.148930754,0.096232179,0.065682281,0.057790224,0.066700611,0.026985743,82352,0.052185258,0,0.037834312,0.082191781,0.076973255,0.185257665,0.183953033,0.174168297,0.12654925,0.080887149,0.029768086,0.056767047,0.148148148,0.11664936,0.046728972,0.295604015,0.306334372,0.913464867,0.601938387,0.961731493,0.038268507,0.026,0,0.455316373,0.544683627
51003011400,5191,0.748795993,0.227123868,0.004816028,0.057984974,0.067617029,0.05548064,0.083606242,0.073396263,0.056636486,0.092275092,0.117125795,0.140242728,0.083798883,0.054517434,0.097669043,0.054324793,59286,0.038706257,0.040296925,0.067338282,0.127783669,0.144220573,0.199363733,0.159597031,0.117709438,0.069989396,0.034994698,0.039209991,0.105721754,0.28783038,0.221899506,0.064188208,0.191402846,0.089747313,0.855068254,0.28115016,0.890042473,0.109957527,0.01,0.056,0.737539767,0.262460233
51005070100,3694,0.848402815,0.115322144,0.001894965,0.020032485,0.039252842,0.078505685,0.044937737,0.062263129,0.028153763,0.127233351,0.089334055,0.124796968,0.090958311,0.082295615,0.128586898,0.057931781,32683,0.202855443,0.08030934,0.129089827,0.129089827,0.123140988,0.12492564,0.090422368,0.079119572,0.026174896,0.0148721,0.028996013,0.140268213,0.39978253,0.189923885,0.115621602,0.073577383,0.051830373,0.830735774,0.125407756,0.834657398,0.165342602,0.052,0.124,0.565734682,0.434265318
51005080100,3406,0.910745743,0.064298297,0,0.001761597,0.049324721,0.045801527,0.048737522,0.070463887,0.046682325,0.097768644,0.113329419,0.095713447,0.085731063,0.102466236,0.120082208,0.079565473,50039,0.026354319,0.032210835,0.177891654,0.091508053,0.171303075,0.254026354,0.10102489,0.104685212,0.033674963,0.007320644,0.050854191,0.118792213,0.406038935,0.174413985,0.091378625,0.117203019,0.041319031,0.830353596,0.15852205,0.802113917,0.197886083,0,0,0.832357247,0.167642753
51005080201,2656,0.97628012,0.016942771,0,0.034262048,0.064759036,0.046686747,0.034638554,0.06438253,0.067018072,0.076054217,0.067771084,0.156626506,0.080195783,0.077936747,0.125376506,0.093373494,66970,0.129251701,0.005102041,0.091836735,0.052721088,0.121598639,0.153061224,0.136054422,0.220238095,0.05952381,0.030612245,0.048983846,0.035956227,0.298071912,0.261594581,0.128191767,0.132360604,0.094841063,0.915059927,0.227201668,0.836415363,0.163584637,0,0.127,0.836734694,0.163265306
51005080202,2278,0.9381036,0.0618964,0,0.003511853,0.033362599,0.049604917,0.060140474,0.035557507,0.077699737,0.123353819,0.097453907,0.143107989,0.0618964,0.07023705,0.154960492,0.079894644,42255,0.121212121,0.107954545,0.107954545,0.081439394,0.149621212,0.189393939,0.073863636,0.06344697,0.057765152,0.047348485,0.056670602,0.083234947,0.498819362,0.195395514,0.046635183,0.060212515,0.059031877,0.860094451,0.119244392,0.871287129,0.128712871,0,0.058,0.785037879,0.214962121
51005080301,1772,0.986455982,0.009029345,0,0,0.029345372,0.054740406,0.049097065,0.070541761,0.060948081,0.069977427,0.126410835,0.158577878,0.068848758,0.102708804,0.158013544,0.036117381,54762,0.031578947,0.053947368,0.065789474,0.115789474,0.197368421,0.152631579,0.192105263,0.140789474,0.027631579,0.022368421,0.033768227,0.077513431,0.409056025,0.23561013,0.100537222,0.092095165,0.0514198,0.888718342,0.143514965,0.852974186,0.147025814,0,0,0.876315789,0.123684211
51005080302,1351,0.9607698,0.025166543,0.006661732,0.034048853,0.044411547,0.056254626,0.06957809,0.034048853,0.028867506,0.122871947,0.135455218,0.199111769,0.051073279,0.048852702,0.133234641,0.062916358,64813,0.028520499,0.017825312,0.101604278,0.10516934,0.171122995,0.196078431,0.212121212,0.106951872,0.03030303,0.03030303,0.038610039,0.08976834,0.439189189,0.193050193,0.125482625,0.045366795,0.068532819,0.871621622,0.113899614,0.700374532,0.299625468,0.033,0,0.828877005,0.171122995
51007930100,7091,0.763220984,0.182625864,0,0.054999295,0.071781131,0.102806374,0.036666197,0.060358201,0.033281625,0.126639402,0.101819207,0.134395713,0.096742349,0.052319842,0.116767734,0.049217318,58148,0.048286604,0.046728972,0.062694704,0.087227414,0.142912773,0.190420561,0.119158879,0.183021807,0.084501558,0.035046729,0.052546155,0.113613309,0.424629742,0.186853317,0.050720227,0.109555691,0.062081558,0.833840536,0.171637249,0.861167002,0.138832998,0,0.081,0.828271028,0.171728972
51007930200,5862,0.752644149,0.247355851,0,0,0.043329922,0.039747526,0.050494712,0.076424429,0.047253497,0.094165814,0.107642443,0.158478335,0.124701467,0.055783009,0.11293074,0.055271238,57759,0.039815591,0.035624476,0.179798826,0.060771165,0.127829003,0.178541492,0.094719195,0.148784577,0.093042749,0.041072925,0.083601286,0.072117593,0.389067524,0.21221865,0.071887919,0.108865411,0.062241617,0.844281121,0.171107028,0.914526639,0.085473361,0,0,0.860854987,0.139145013
51009010100,4626,0.877864246,0.092088197,0.007782101,0.018158236,0.035667964,0.046692607,0.066796368,0.027237354,0.068525724,0.071119758,0.067444877,0.156722871,0.042585387,0.144185041,0.158019888,0.09922179,46979,0.063829787,0.067648663,0.082924168,0.114020731,0.182760502,0.255319149,0.089470813,0.115657392,0.019639935,0.00872886,0.056398511,0.067849986,0.377612368,0.239622101,0.093329516,0.12310335,0.042084168,0.875751503,0.165187518,0.71713615,0.28286385,0,0.3,0.858701582,0.141298418
51009010200,6979,0.784639633,0.163490471,0.005015045,0.052443043,0.031666428,0.031809715,0.050007164,0.105745809,0.098868033,0.096002293,0.101017338,0.115059464,0.075655538,0.067774753,0.124659693,0.07794813,59081,0.074889868,0.036844213,0.113336003,0.102923508,0.109731678,0.156587905,0.144573488,0.191429716,0.044853825,0.024829796,0.04727884,0.125236394,0.322756882,0.150031519,0.116200883,0.162429082,0.076066401,0.827484766,0.238495482,0.836796247,0.163203753,0.01,0,0.767320785,0.232679215
51009010300,3227,0.903005888,0.057328788,0.007747134,0.040285095,0.040904865,0.038115897,0.073132941,0.034087388,0.032847846,0.098233654,0.115587233,0.209482491,0.079020762,0.068794546,0.141617601,0.046482801,73672,0.017160686,0.02574103,0.070202808,0.074882995,0.068642746,0.256630265,0.13650546,0.224648986,0.093603744,0.031981279,0.025793651,0.070634921,0.327777778,0.153968254,0.126984127,0.207539683,0.087301587,0.903571429,0.29484127,0.887811634,0.112188366,0.008,0,0.907176287,0.092823713
51009010401,3416,0.721311475,0.226873536,0.004098361,0.026932084,0.101288056,0.06147541,0.069672131,0.025761124,0.05971897,0.177107728,0.109777518,0.113290398,0.094262295,0.049180328,0.087822014,0.038348946,52461,0.049420849,0.033976834,0.081081081,0.124324324,0.186872587,0.181467181,0.105019305,0.140540541,0.069498069,0.027799228,0.056223176,0.075965665,0.375536481,0.210300429,0.118454936,0.089699571,0.073819742,0.867811159,0.163519313,0.856481481,0.143518519,0,0,0.742084942,0.257915058
51009010402,3399,0.716092969,0.218005296,0,0.002647838,0.068549573,0.052074139,0.037658135,0.073845249,0.06972639,0.129744042,0.095027949,0.114445425,0.1056193,0.027655193,0.105325096,0.090909091,62688,0.058637084,0.053882726,0.046751189,0.087955626,0.126782884,0.20681458,0.129160063,0.209191759,0.061806656,0.019017433,0.069532238,0.093131058,0.327012221,0.264643911,0.061946903,0.109987358,0.073746313,0.837336705,0.18373367,0.938988095,0.061011905,0,0,0.801901743,0.198098257
51009010502,507,0.694280079,0.228796844,0,0,0.023668639,0.063116371,0.017751479,0.057199211,0.07495069,0.171597633,0.059171598,0.072978304,0.153846154,0.08086785,0.098619329,0.102564103,46985,0,0,0.08,0.257142857,0.211428571,0.097142857,0.102857143,0.108571429,0.142857143,0,0.105943152,0.160206718,0.392764858,0.201550388,0.012919897,0.098191214,0.028423773,0.733850129,0.126614987,0.925925926,0.074074074,0.09,0,0.805714286,0.194285714
51009010503,2294,0.701394943,0.235832607,0.001307759,0.013513514,0.076285963,0.054925894,0.098517873,0.030950305,0.046643418,0.143417611,0.142109852,0.093722755,0.068875327,0.075850044,0.095030514,0.059721011,40407,0.023991276,0.025081788,0.199563795,0.205016358,0.196292257,0.140676118,0.129770992,0.074154853,0,0.005452563,0.08558842,0.104468219,0.350534928,0.224669604,0.057898049,0.135305223,0.041535557,0.809943361,0.17684078,0.842830882,0.157169118,0,0,0.586695747,0.413304253
51009010504,4029,0.73641102,0.178952594,0.012161827,0,0.053114917,0.064035741,0.056093323,0.055596922,0.021345247,0.106478034,0.141474311,0.164556962,0.072474559,0.073219161,0.119632663,0.036981881,43362,0.087822014,0.052107728,0.116510539,0.171545667,0.134660422,0.12236534,0.134074941,0.096018735,0.046252927,0.038641686,0.052631579,0.065210195,0.349884144,0.190334326,0.149619331,0.141674942,0.050645482,0.882158226,0.192320424,0.953657175,0.046342825,0.006,0,0.703161593,0.296838407
51009010600,3298,0.637962401,0.322316555,0,0.01637356,0.06852638,0.043359612,0.085506367,0.054275318,0.065797453,0.063674955,0.147362038,0.152819891,0.114311704,0.053062462,0.082777441,0.037901759,43316,0.088161209,0.106633081,0.083963056,0.138539043,0.147774979,0.151133501,0.14861461,0.093198992,0.005877414,0.036104114,0.036428254,0.101732563,0.478898267,0.193691693,0.11994669,0.020879609,0.048422923,0.861839183,0.069302532,0.929017161,0.070982839,0.024,0.056,0.732157851,0.267842149
51011040100,7079,0.770447803,0.210481706,0.001695155,0.022037011,0.073597966,0.057211471,0.062155672,0.045204125,0.050430852,0.145924566,0.104534539,0.106088431,0.069642605,0.069077553,0.133210905,0.053679898,59950,0.072931785,0.054063861,0.111756168,0.122641509,0.093976778,0.153846154,0.152394775,0.162917271,0.039187228,0.03628447,0.05420969,0.082803813,0.361000794,0.227164416,0.078236696,0.133042097,0.063542494,0.862986497,0.196584591,0.862867877,0.137132123,0,0,0.72532656,0.27467344
51011040200,4287,0.792628878,0.185444367,0,0.014695591,0.042920457,0.068579426,0.042920457,0.103102403,0.049918358,0.081875437,0.124562631,0.172381619,0.066013529,0.07721017,0.104035456,0.054583625,58304,0.0304628,0.024604569,0.107205624,0.144112478,0.113063855,0.169888694,0.127709432,0.159343878,0.079671939,0.043936731,0.030650051,0.08555069,0.296396093,0.197372853,0.130683732,0.173122263,0.086224318,0.883799259,0.259346581,0.838820639,0.161179361,0.006,0,0.835969537,0.164030463
51011040300,4341,0.785763649,0.188896568,0,0.009444828,0.043538355,0.047915227,0.068878139,0.07325501,0.050218844,0.090071412,0.107348537,0.140750979,0.078322967,0.087307072,0.105044921,0.08707671,57105,0.067567568,0.110565111,0.103808354,0.046068796,0.088452088,0.206388206,0.157248157,0.133292383,0.06019656,0.026412776,0.045030556,0.126085558,0.343518816,0.209713734,0.095850756,0.11064651,0.069154069,0.828883885,0.179800579,0.780815348,0.219184652,0,0,0.805282555,0.194717445
51013100100,5296,0.8706571,0.006608761,0.081193353,0.110083082,0.081004532,0.098187311,0.064577039,0.072318731,0.04305136,0.051548338,0.156155589,0.15728852,0.077794562,0.058912387,0.09157855,0.035120846,203854,0,0,0.013233602,0.015535098,0.026467204,0.075373993,0.054085155,0.144994246,0.16283084,0.507479862,0.004124926,0.007071302,0.05509723,0.067766647,0.049204478,0.337654685,0.479080731,0.988803771,0.816735415,0.989749431,0.010250569,0,0,0.948216341,0.051783659
51013100200,6600,0.907878788,0.010454545,0.04469697,0.069545455,0.085151515,0.096515152,0.063787879,0.059545455,0.011515152,0.075909091,0.158939394,0.14969697,0.08469697,0.052121212,0.09,0.04969697,233958,0.027863777,0.006634233,0,0.011941619,0.01415303,0.039805396,0.042459089,0.135780628,0.163202123,0.558160106,6.65E-04,2.22E-04,0.109066726,0.086455331,0.02615828,0.32897362,0.448459322,0.999113279,0.777432942,1,0,0,0,0.933657674,0.066342326
51013100300,6255,0.901199041,0.021103118,0.056754596,0.073701039,0.051159073,0.075459632,0.078657074,0.110151878,0.047801759,0.026219025,0.113509193,0.154596323,0.098321343,0.066666667,0.107114309,0.046842526,231908,0.00911271,0.005755396,0.011990408,0.01822542,0.03501199,0.021582734,0.096882494,0.145803357,0.086810552,0.56882494,0.005272408,0.005021341,0.062264625,0.07707758,0.010795883,0.275671604,0.56389656,0.989706252,0.839568165,0.97841389,0.02158611,0.008,0,0.962110312,0.037889688
51013100500,4522,0.86576736,0.023662096,0.039363114,0.04068996,0.072755418,0.087129589,0.078062804,0.04666077,0.061477222,0.067890314,0.171605484,0.160106148,0.074745688,0.056612119,0.076735958,0.037372844,242344,0.006035003,0,0.004828002,0.012070006,0.03922752,0.028364514,0.055522028,0.115268558,0.129149065,0.609535305,0.007439973,0.003719986,0.038552587,0.038214406,0.024349002,0.3101116,0.577612445,0.988840041,0.887724045,0.961694719,0.038305281,0,0,0.854556427,0.145443573
51013100600,3467,0.805018748,0.038938564,0.052494952,0.143928468,0.060859533,0.046149409,0.041534468,0.052494952,0.056533026,0.160369195,0.152869916,0.155177387,0.072685319,0.040669166,0.059705798,0.067781944,140982,0.011682243,0.015576324,0.059968847,0.023364486,0.031152648,0.043613707,0.119937695,0.22741433,0.098909657,0.368380062,0.010878011,0.034965035,0.07964258,0.107614608,0.037684538,0.288655789,0.440559441,0.954156954,0.729215229,0.946204864,0.053795136,0,0.061,0.640186916,0.359813084
