word,sentiment,lexicon
indignant,-2,afinn
indignation,-2,afinn
indoctrinate,-2,afinn
indoctrinated,-2,afinn
indoctrinates,-2,afinn
indoctrinating,-2,afinn
ineffective,-2,afinn
ineffectively,-2,afinn
infatuated,2,afinn
infatuation,2,afinn
infected,-2,afinn
inferior,-2,afinn
inflamed,-2,afinn
influential,2,afinn
infringement,-2,afinn
infuriate,-2,afinn
infuriated,-2,afinn
infuriates,-2,afinn
infuriating,-2,afinn
inhibit,-1,afinn
injured,-2,afinn
injury,-2,afinn
injustice,-2,afinn
innovate,1,afinn
innovates,1,afinn
innovation,1,afinn
innovative,2,afinn
inquisition,-2,afinn
inquisitive,2,afinn
insane,-2,afinn
insanity,-2,afinn
insecure,-2,afinn
insensitive,-2,afinn
insensitivity,-2,afinn
insignificant,-2,afinn
insipid,-2,afinn
inspiration,2,afinn
inspirational,2,afinn
inspire,2,afinn
inspired,2,afinn
inspires,2,afinn
inspiring,3,afinn
insult,-2,afinn
insulted,-2,afinn
insulting,-2,afinn
insults,-2,afinn
intact,2,afinn
integrity,2,afinn
intelligent,2,afinn
intense,1,afinn
interest,1,afinn
interested,2,afinn
interesting,2,afinn
interests,1,afinn
interrogated,-2,afinn
interrupt,-2,afinn
interrupted,-2,afinn
interrupting,-2,afinn
interruption,-2,afinn
interrupts,-2,afinn
intimidate,-2,afinn
intimidated,-2,afinn
intimidates,-2,afinn
intimidating,-2,afinn
intimidation,-2,afinn
intricate,2,afinn
intrigues,1,afinn
invincible,2,afinn
invite,1,afinn
inviting,1,afinn
invulnerable,2,afinn
irate,-3,afinn
ironic,-1,afinn
irony,-1,afinn
irrational,-1,afinn
irresistible,2,afinn
irresolute,-2,afinn
irresponsible,2,afinn
irreversible,-1,afinn
irritate,-3,afinn
irritated,-3,afinn
irritating,-3,afinn
isolated,-1,afinn
itchy,-2,afinn
jackass,-4,afinn
jackasses,-4,afinn
jailed,-2,afinn
jaunty,2,afinn
jealous,-2,afinn
jeopardy,-2,afinn
jerk,-3,afinn
jesus,1,afinn
jewel,1,afinn
jewels,1,afinn
jocular,2,afinn
join,1,afinn
joke,2,afinn
jokes,2,afinn
jolly,2,afinn
jovial,2,afinn
joy,3,afinn
joyful,3,afinn
joyfully,3,afinn
joyless,-2,afinn
joyous,3,afinn
jubilant,3,afinn
jumpy,-1,afinn
justice,2,afinn
justifiably,2,afinn
justified,2,afinn
keen,1,afinn
kill,-3,afinn
killed,-3,afinn
killing,-3,afinn
kills,-3,afinn
kind,2,afinn
kinder,2,afinn
kiss,2,afinn
kudos,3,afinn
lack,-2,afinn
lackadaisical,-2,afinn
lag,-1,afinn
lagged,-2,afinn
lagging,-2,afinn
lags,-2,afinn
lame,-2,afinn
landmark,2,afinn
laugh,1,afinn
laughed,1,afinn
laughing,1,afinn
laughs,1,afinn
laughting,1,afinn
launched,1,afinn
lawl,3,afinn
lawsuit,-2,afinn
lawsuits,-2,afinn
lazy,-1,afinn
leak,-1,afinn
leaked,-1,afinn
leave,-1,afinn
legal,1,afinn
legally,1,afinn
lenient,1,afinn
lethargic,-2,afinn
lethargy,-2,afinn
liar,-3,afinn
liars,-3,afinn
libelous,-2,afinn
lied,-2,afinn
lifesaver,4,afinn
lighthearted,1,afinn
like,2,afinn
liked,2,afinn
likes,2,afinn
limitation,-1,afinn
limited,-1,afinn
limits,-1,afinn
litigation,-1,afinn
litigious,-2,afinn
lively,2,afinn
livid,-2,afinn
lmao,4,afinn
lmfao,4,afinn
loathe,-3,afinn
loathed,-3,afinn
loathes,-3,afinn
loathing,-3,afinn
lobby,-2,afinn
lobbying,-2,afinn
lol,3,afinn
lonely,-2,afinn
lonesome,-2,afinn
longing,-1,afinn
loom,-1,afinn
loomed,-1,afinn
looming,-1,afinn
looms,-1,afinn
loose,-3,afinn
looses,-3,afinn
loser,-3,afinn
losing,-3,afinn
loss,-3,afinn
lost,-3,afinn
lovable,3,afinn
love,3,afinn
loved,3,afinn
lovelies,3,afinn
lovely,3,afinn
loving,2,afinn
lowest,-1,afinn
loyal,3,afinn
loyalty,3,afinn
luck,3,afinn
luckily,3,afinn
lucky,3,afinn
lugubrious,-2,afinn
lunatic,-3,afinn
lunatics,-3,afinn
lurk,-1,afinn
lurking,-1,afinn
lurks,-1,afinn
mad,-3,afinn
maddening,-3,afinn
made-up,-1,afinn
madly,-3,afinn
madness,-3,afinn
mandatory,-1,afinn
manipulated,-1,afinn
manipulating,-1,afinn
manipulation,-1,afinn
marvel,3,afinn
marvelous,3,afinn
marvels,3,afinn
masterpiece,4,afinn
masterpieces,4,afinn
matter,1,afinn
matters,1,afinn
mature,2,afinn
meaningful,2,afinn
meaningless,-2,afinn
medal,3,afinn
mediocrity,-3,afinn
meditative,1,afinn
melancholy,-2,afinn
menace,-2,afinn
menaced,-2,afinn
mercy,2,afinn
merry,3,afinn
mess,-2,afinn
messed,-2,afinn
messing up,-2,afinn
methodical,2,afinn
mindless,-2,afinn
miracle,4,afinn
mirth,3,afinn
mirthful,3,afinn
mirthfully,3,afinn
misbehave,-2,afinn
misbehaved,-2,afinn
misbehaves,-2,afinn
misbehaving,-2,afinn
mischief,-1,afinn
mischiefs,-1,afinn
miserable,-3,afinn
misery,-2,afinn
misgiving,-2,afinn
misinformation,-2,afinn
misinformed,-2,afinn
misinterpreted,-2,afinn
misleading,-3,afinn
misread,-1,afinn
misreporting,-2,afinn
misrepresentation,-2,afinn
miss,-2,afinn
missed,-2,afinn
missing,-2,afinn
mistake,-2,afinn
mistaken,-2,afinn
mistakes,-2,afinn
mistaking,-2,afinn
misunderstand,-2,afinn
misunderstanding,-2,afinn
misunderstands,-2,afinn
misunderstood,-2,afinn
moan,-2,afinn
moaned,-2,afinn
moaning,-2,afinn
moans,-2,afinn
mock,-2,afinn
mocked,-2,afinn
mocking,-2,afinn
mocks,-2,afinn
mongering,-2,afinn
monopolize,-2,afinn
monopolized,-2,afinn
monopolizes,-2,afinn
monopolizing,-2,afinn
moody,-1,afinn
mope,-1,afinn
moping,-1,afinn
moron,-3,afinn
motherfucker,-5,afinn
motherfucking,-5,afinn
motivate,1,afinn
motivated,2,afinn
motivating,2,afinn
motivation,1,afinn
mourn,-2,afinn
mourned,-2,afinn
mournful,-2,afinn
mourning,-2,afinn
mourns,-2,afinn
mumpish,-2,afinn
murder,-2,afinn
murderer,-2,afinn
murdering,-3,afinn
murderous,-3,afinn
murders,-2,afinn
myth,-1,afinn
n00b,-2,afinn
naive,-2,afinn
nasty,-3,afinn
natural,1,afinn
naïve,-2,afinn
needy,-2,afinn
negative,-2,afinn
negativity,-2,afinn
neglect,-2,afinn
neglected,-2,afinn
neglecting,-2,afinn
neglects,-2,afinn
nerves,-1,afinn
nervous,-2,afinn
nervously,-2,afinn
nice,3,afinn
nifty,2,afinn
niggas,-5,afinn
nigger,-5,afinn
no,-1,afinn
no fun,-3,afinn
noble,2,afinn
noisy,-1,afinn
nonsense,-2,afinn
noob,-2,afinn
nosey,-2,afinn
not good,-2,afinn
not working,-3,afinn
notorious,-2,afinn
novel,2,afinn
numb,-1,afinn
nuts,-3,afinn
obliterate,-2,afinn
obliterated,-2,afinn
obnoxious,-3,afinn
obscene,-2,afinn
obsessed,2,afinn
obsolete,-2,afinn
obstacle,-2,afinn
obstacles,-2,afinn
obstinate,-2,afinn
odd,-2,afinn
offend,-2,afinn
offended,-2,afinn
offender,-2,afinn
offending,-2,afinn
offends,-2,afinn
offline,-1,afinn
oks,2,afinn
ominous,3,afinn
once-in-a-lifetime,3,afinn
opportunities,2,afinn
opportunity,2,afinn
oppressed,-2,afinn
oppressive,-2,afinn
optimism,2,afinn
optimistic,2,afinn
optionless,-2,afinn
outcry,-2,afinn
outmaneuvered,-2,afinn
outrage,-3,afinn
outraged,-3,afinn
outreach,2,afinn
outstanding,5,afinn
overjoyed,4,afinn
overload,-1,afinn
overlooked,-1,afinn
overreact,-2,afinn
overreacted,-2,afinn
overreaction,-2,afinn
overreacts,-2,afinn
oversell,-2,afinn
overselling,-2,afinn
oversells,-2,afinn
oversimplification,-2,afinn
oversimplified,-2,afinn
oversimplifies,-2,afinn
oversimplify,-2,afinn
overstatement,-2,afinn
overstatements,-2,afinn
overweight,-1,afinn
oxymoron,-1,afinn
pain,-2,afinn
pained,-2,afinn
panic,-3,afinn
panicked,-3,afinn
panics,-3,afinn
paradise,3,afinn
paradox,-1,afinn
pardon,2,afinn
pardoned,2,afinn
pardoning,2,afinn
pardons,2,afinn
parley,-1,afinn
passionate,2,afinn
passive,-1,afinn
passively,-1,afinn
pathetic,-2,afinn
pay,-1,afinn
peace,2,afinn
peaceful,2,afinn
peacefully,2,afinn
penalty,-2,afinn
pensive,-1,afinn
perfect,3,afinn
perfected,2,afinn
perfectly,3,afinn
perfects,2,afinn
peril,-2,afinn
perjury,-3,afinn
perpetrator,-2,afinn
perpetrators,-2,afinn
perplexed,-2,afinn
persecute,-2,afinn
persecuted,-2,afinn
persecutes,-2,afinn
persecuting,-2,afinn
perturbed,-2,afinn
pesky,-2,afinn
pessimism,-2,afinn
pessimistic,-2,afinn
petrified,-2,afinn
phobic,-2,afinn
picturesque,2,afinn
pileup,-1,afinn
pique,-2,afinn
piqued,-2,afinn
piss,-4,afinn
pissed,-4,afinn
pissing,-3,afinn
piteous,-2,afinn
pitied,-1,afinn
pity,-2,afinn
playful,2,afinn
pleasant,3,afinn
please,1,afinn
pleased,3,afinn
pleasure,3,afinn
poised,-2,afinn
poison,-2,afinn
poisoned,-2,afinn
poisons,-2,afinn
pollute,-2,afinn
polluted,-2,afinn
polluter,-2,afinn
polluters,-2,afinn
pollutes,-2,afinn
poor,-2,afinn
poorer,-2,afinn
poorest,-2,afinn
popular,3,afinn
positive,2,afinn
positively,2,afinn
possessive,-2,afinn
postpone,-1,afinn
postponed,-1,afinn
postpones,-1,afinn
postponing,-1,afinn
poverty,-1,afinn
powerful,2,afinn
powerless,-2,afinn
praise,3,afinn
praised,3,afinn
praises,3,afinn
praising,3,afinn
pray,1,afinn
praying,1,afinn
prays,1,afinn
prblm,-2,afinn
prblms,-2,afinn
prepared,1,afinn
pressure,-1,afinn
pressured,-2,afinn
pretend,-1,afinn
pretending,-1,afinn
pretends,-1,afinn
pretty,1,afinn
prevent,-1,afinn
prevented,-1,afinn
preventing,-1,afinn
prevents,-1,afinn
prick,-5,afinn
prison,-2,afinn
prisoner,-2,afinn
prisoners,-2,afinn
privileged,2,afinn
proactive,2,afinn
problem,-2,afinn
problems,-2,afinn
profiteer,-2,afinn
progress,2,afinn
prominent,2,afinn
promise,1,afinn
promised,1,afinn
promises,1,afinn
promote,1,afinn
promoted,1,afinn
promotes,1,afinn
promoting,1,afinn
propaganda,-2,afinn
prosecute,-1,afinn
prosecuted,-2,afinn
prosecutes,-1,afinn
prosecution,-1,afinn
prospect,1,afinn
prospects,1,afinn
prosperous,3,afinn
protect,1,afinn
protected,1,afinn
protects,1,afinn
protest,-2,afinn
protesters,-2,afinn
protesting,-2,afinn
protests,-2,afinn
proud,2,afinn
proudly,2,afinn
provoke,-1,afinn
provoked,-1,afinn
provokes,-1,afinn
provoking,-1,afinn
pseudoscience,-3,afinn
punish,-2,afinn
punished,-2,afinn
punishes,-2,afinn
punitive,-2,afinn
pushy,-1,afinn
puzzled,-2,afinn
quaking,-2,afinn
questionable,-2,afinn
questioned,-1,afinn
questioning,-1,afinn
racism,-3,afinn
racist,-3,afinn
racists,-3,afinn
rage,-2,afinn
rageful,-2,afinn
rainy,-1,afinn
rant,-3,afinn
ranter,-3,afinn
ranters,-3,afinn
rants,-3,afinn
rape,-4,afinn
rapist,-4,afinn
rapture,2,afinn
raptured,2,afinn
raptures,2,afinn
rapturous,4,afinn
rash,-2,afinn
ratified,2,afinn
reach,1,afinn
reached,1,afinn
reaches,1,afinn
reaching,1,afinn
reassure,1,afinn
reassured,1,afinn
reassures,1,afinn
reassuring,2,afinn
rebellion,-2,afinn
recession,-2,afinn
reckless,-2,afinn
recommend,2,afinn
recommended,2,afinn
recommends,2,afinn
redeemed,2,afinn
refuse,-2,afinn
refused,-2,afinn
refusing,-2,afinn
regret,-2,afinn
regretful,-2,afinn
regrets,-2,afinn
regretted,-2,afinn
regretting,-2,afinn
reject,-1,afinn
rejected,-1,afinn
rejecting,-1,afinn
rejects,-1,afinn
rejoice,4,afinn
rejoiced,4,afinn
rejoices,4,afinn
rejoicing,4,afinn
relaxed,2,afinn
relentless,-1,afinn
reliant,2,afinn
relieve,1,afinn
relieved,2,afinn
relieves,1,afinn
relieving,2,afinn
relishing,2,afinn
remarkable,2,afinn
remorse,-2,afinn
repulse,-1,afinn
repulsed,-2,afinn
rescue,2,afinn
rescued,2,afinn
rescues,2,afinn
resentful,-2,afinn
resign,-1,afinn
resigned,-1,afinn
resigning,-1,afinn
resigns,-1,afinn
resolute,2,afinn
resolve,2,afinn
resolved,2,afinn
resolves,2,afinn
resolving,2,afinn
respected,2,afinn
responsible,2,afinn
responsive,2,afinn
restful,2,afinn
restless,-2,afinn
restore,1,afinn
restored,1,afinn
restores,1,afinn
restoring,1,afinn
restrict,-2,afinn
restricted,-2,afinn
restricting,-2,afinn
restriction,-2,afinn
restricts,-2,afinn
retained,-1,afinn
retard,-2,afinn
retarded,-2,afinn
retreat,-1,afinn
revenge,-2,afinn
revengeful,-2,afinn
revered,2,afinn
revive,2,afinn
revives,2,afinn
reward,2,afinn
rewarded,2,afinn
rewarding,2,afinn
rewards,2,afinn
rich,2,afinn
ridiculous,-3,afinn
rig,-1,afinn
rigged,-1,afinn
right direction,3,afinn
rigorous,3,afinn
rigorously,3,afinn
riot,-2,afinn
riots,-2,afinn
risk,-2,afinn
risks,-2,afinn
rob,-2,afinn
robber,-2,afinn
robed,-2,afinn
robing,-2,afinn
robs,-2,afinn
robust,2,afinn
rofl,4,afinn
roflcopter,4,afinn
roflmao,4,afinn
romance,2,afinn
rotfl,4,afinn
rotflmfao,4,afinn
rotflol,4,afinn
ruin,-2,afinn
ruined,-2,afinn
ruining,-2,afinn
ruins,-2,afinn
sabotage,-2,afinn
sad,-2,afinn
sadden,-2,afinn
saddened,-2,afinn
sadly,-2,afinn
safe,1,afinn
safely,1,afinn
safety,1,afinn
salient,1,afinn
sappy,-1,afinn
sarcastic,-2,afinn
satisfied,2,afinn
save,2,afinn
saved,2,afinn
scam,-2,afinn
scams,-2,afinn
scandal,-3,afinn
scandalous,-3,afinn
scandals,-3,afinn
scapegoat,-2,afinn
scapegoats,-2,afinn
scare,-2,afinn
scared,-2,afinn
scary,-2,afinn
sceptical,-2,afinn
scold,-2,afinn
scoop,3,afinn
scorn,-2,afinn
scornful,-2,afinn
scream,-2,afinn
screamed,-2,afinn
screaming,-2,afinn
screams,-2,afinn
screwed,-2,afinn
screwed up,-3,afinn
scumbag,-4,afinn
secure,2,afinn
secured,2,afinn
secures,2,afinn
sedition,-2,afinn
seditious,-2,afinn
seduced,-1,afinn
self-confident,2,afinn
self-deluded,-2,afinn
selfish,-3,afinn
selfishness,-3,afinn
sentence,-2,afinn
sentenced,-2,afinn
sentences,-2,afinn
sentencing,-2,afinn
serene,2,afinn
severe,-2,afinn
sexy,3,afinn
shaky,-2,afinn
shame,-2,afinn
shamed,-2,afinn
shameful,-2,afinn
share,1,afinn
shared,1,afinn
shares,1,afinn
shattered,-2,afinn
shit,-4,afinn
shithead,-4,afinn
shitty,-3,afinn
shock,-2,afinn
shocked,-2,afinn
shocking,-2,afinn
shocks,-2,afinn
shoot,-1,afinn
short-sighted,-2,afinn
short-sightedness,-2,afinn
shortage,-2,afinn
shortages,-2,afinn
shrew,-4,afinn
shy,-1,afinn
sick,-2,afinn
sigh,-2,afinn
significance,1,afinn
significant,1,afinn
silencing,-1,afinn
silly,-1,afinn
sincere,2,afinn
sincerely,2,afinn
sincerest,2,afinn
sincerity,2,afinn
sinful,-3,afinn
singleminded,-2,afinn
skeptic,-2,afinn
skeptical,-2,afinn
skepticism,-2,afinn
skeptics,-2,afinn
slam,-2,afinn
slash,-2,afinn
slashed,-2,afinn
slashes,-2,afinn
slashing,-2,afinn
slavery,-3,afinn
sleeplessness,-2,afinn
slick,2,afinn
slicker,2,afinn
slickest,2,afinn
sluggish,-2,afinn
slut,-5,afinn
smart,1,afinn
smarter,2,afinn
smartest,2,afinn
smear,-2,afinn
smile,2,afinn
smiled,2,afinn
smiles,2,afinn
smiling,2,afinn
smog,-2,afinn
sneaky,-1,afinn
snub,-2,afinn
snubbed,-2,afinn
snubbing,-2,afinn
snubs,-2,afinn
sobering,1,afinn
solemn,-1,afinn
solid,2,afinn
solidarity,2,afinn
solution,1,afinn
solutions,1,afinn
solve,1,afinn
solved,1,afinn
solves,1,afinn
solving,1,afinn
somber,-2,afinn
some kind,0,afinn
son-of-a-bitch,-5,afinn
soothe,3,afinn
soothed,3,afinn
soothing,3,afinn
sophisticated,2,afinn
sore,-1,afinn
sorrow,-2,afinn
sorrowful,-2,afinn
sorry,-1,afinn
spam,-2,afinn
spammer,-3,afinn
spammers,-3,afinn
spamming,-2,afinn
spark,1,afinn
sparkle,3,afinn
sparkles,3,afinn
sparkling,3,afinn
speculative,-2,afinn
spirit,1,afinn
spirited,2,afinn
spiritless,-2,afinn
spiteful,-2,afinn
splendid,3,afinn
sprightly,2,afinn
squelched,-1,afinn
stab,-2,afinn
stabbed,-2,afinn
stable,2,afinn
stabs,-2,afinn
stall,-2,afinn
stalled,-2,afinn
stalling,-2,afinn
stamina,2,afinn
stampede,-2,afinn
startled,-2,afinn
starve,-2,afinn
starved,-2,afinn
starves,-2,afinn
starving,-2,afinn
steadfast,2,afinn
steal,-2,afinn
steals,-2,afinn
stereotype,-2,afinn
stereotyped,-2,afinn
stifled,-1,afinn
stimulate,1,afinn
stimulated,1,afinn
stimulates,1,afinn
stimulating,2,afinn
stingy,-2,afinn
stolen,-2,afinn
stop,-1,afinn
stopped,-1,afinn
stopping,-1,afinn
stops,-1,afinn
stout,2,afinn
straight,1,afinn
strange,-1,afinn
strangely,-1,afinn
strangled,-2,afinn
strength,2,afinn
strengthen,2,afinn
strengthened,2,afinn
strengthening,2,afinn
strengthens,2,afinn
stressed,-2,afinn
stressor,-2,afinn
stressors,-2,afinn
stricken,-2,afinn
strike,-1,afinn
strikers,-2,afinn
strikes,-1,afinn
strong,2,afinn
stronger,2,afinn
strongest,2,afinn
struck,-1,afinn
struggle,-2,afinn
struggled,-2,afinn
struggles,-2,afinn
struggling,-2,afinn
stubborn,-2,afinn
stuck,-2,afinn
stunned,-2,afinn
stunning,4,afinn
stupid,-2,afinn
stupidly,-2,afinn
suave,2,afinn
substantial,1,afinn
substantially,1,afinn
subversive,-2,afinn
success,2,afinn
successful,3,afinn
suck,-3,afinn
sucks,-3,afinn
suffer,-2,afinn
suffering,-2,afinn
suffers,-2,afinn
suicidal,-2,afinn
suicide,-2,afinn
suing,-2,afinn
sulking,-2,afinn
sulky,-2,afinn
sullen,-2,afinn
sunshine,2,afinn
super,3,afinn
superb,5,afinn
superior,2,afinn
support,2,afinn
supported,2,afinn
supporter,1,afinn
supporters,1,afinn
supporting,1,afinn
supportive,2,afinn
supports,2,afinn
survived,2,afinn
surviving,2,afinn
survivor,2,afinn
suspect,-1,afinn
suspected,-1,afinn
suspecting,-1,afinn
suspects,-1,afinn
suspend,-1,afinn
suspended,-1,afinn
suspicious,-2,afinn
swear,-2,afinn
swearing,-2,afinn
swears,-2,afinn
sweet,2,afinn
swift,2,afinn
swiftly,2,afinn
swindle,-3,afinn
swindles,-3,afinn
swindling,-3,afinn
sympathetic,2,afinn
sympathy,2,afinn
tard,-2,afinn
tears,-2,afinn
tender,2,afinn
tense,-2,afinn
tension,-1,afinn
terrible,-3,afinn
terribly,-3,afinn
terrific,4,afinn
terrified,-3,afinn
terror,-3,afinn
terrorize,-3,afinn
terrorized,-3,afinn
terrorizes,-3,afinn
thank,2,afinn
thankful,2,afinn
thanks,2,afinn
thorny,-2,afinn
thoughtful,2,afinn
thoughtless,-2,afinn
threat,-2,afinn
threaten,-2,afinn
threatened,-2,afinn
threatening,-2,afinn
threatens,-2,afinn
threats,-2,afinn
thrilled,5,afinn
thwart,-2,afinn
thwarted,-2,afinn
thwarting,-2,afinn
thwarts,-2,afinn
timid,-2,afinn
timorous,-2,afinn
tired,-2,afinn
tits,-2,afinn
tolerant,2,afinn
toothless,-2,afinn
top,2,afinn
tops,2,afinn
torn,-2,afinn
torture,-4,afinn
tortured,-4,afinn
tortures,-4,afinn
torturing,-4,afinn
totalitarian,-2,afinn
totalitarianism,-2,afinn
tout,-2,afinn
touted,-2,afinn
touting,-2,afinn
touts,-2,afinn
tragedy,-2,afinn
tragic,-2,afinn
tranquil,2,afinn
trap,-1,afinn
trapped,-2,afinn
trauma,-3,afinn
traumatic,-3,afinn
travesty,-2,afinn
treason,-3,afinn
treasonous,-3,afinn
treasure,2,afinn
treasures,2,afinn
trembling,-2,afinn
tremulous,-2,afinn
tricked,-2,afinn
trickery,-2,afinn
triumph,4,afinn
triumphant,4,afinn
trouble,-2,afinn
troubled,-2,afinn
troubles,-2,afinn
true,2,afinn
trust,1,afinn
trusted,2,afinn
tumor,-2,afinn
twat,-5,afinn
ugly,-3,afinn
unacceptable,-2,afinn
unappreciated,-2,afinn
unapproved,-2,afinn
unaware,-2,afinn
unbelievable,-1,afinn
unbelieving,-1,afinn
unbiased,2,afinn
uncertain,-1,afinn
unclear,-1,afinn
uncomfortable,-2,afinn
unconcerned,-2,afinn
unconfirmed,-1,afinn
unconvinced,-1,afinn
uncredited,-1,afinn
undecided,-1,afinn
underestimate,-1,afinn
underestimated,-1,afinn
underestimates,-1,afinn
underestimating,-1,afinn
undermine,-2,afinn
undermined,-2,afinn
undermines,-2,afinn
undermining,-2,afinn
undeserving,-2,afinn
undesirable,-2,afinn
uneasy,-2,afinn
unemployment,-2,afinn
unequal,-1,afinn
unequaled,2,afinn
unethical,-2,afinn
unfair,-2,afinn
unfocused,-2,afinn
unfulfilled,-2,afinn
unhappy,-2,afinn
unhealthy,-2,afinn
unified,1,afinn
unimpressed,-2,afinn
unintelligent,-2,afinn
united,1,afinn
unjust,-2,afinn
unlovable,-2,afinn
unloved,-2,afinn
unmatched,1,afinn
unmotivated,-2,afinn
unprofessional,-2,afinn
unresearched,-2,afinn
unsatisfied,-2,afinn
unsecured,-2,afinn
unsettled,-1,afinn
unsophisticated,-2,afinn
unstable,-2,afinn
unstoppable,2,afinn
unsupported,-2,afinn
unsure,-1,afinn
untarnished,2,afinn
unwanted,-2,afinn
unworthy,-2,afinn
upset,-2,afinn
upsets,-2,afinn
upsetting,-2,afinn
uptight,-2,afinn
urgent,-1,afinn
useful,2,afinn
usefulness,2,afinn
useless,-2,afinn
uselessness,-2,afinn
vague,-2,afinn
validate,1,afinn
validated,1,afinn
validates,1,afinn
validating,1,afinn
verdict,-1,afinn
verdicts,-1,afinn
vested,1,afinn
vexation,-2,afinn
vexing,-2,afinn
vibrant,3,afinn
vicious,-2,afinn
victim,-3,afinn
victimize,-3,afinn
victimized,-3,afinn
victimizes,-3,afinn
victimizing,-3,afinn
victims,-3,afinn
vigilant,3,afinn
vile,-3,afinn
vindicate,2,afinn
vindicated,2,afinn
vindicates,2,afinn
vindicating,2,afinn
violate,-2,afinn
violated,-2,afinn
violates,-2,afinn
violating,-2,afinn
violence,-3,afinn
violent,-3,afinn
virtuous,2,afinn
virulent,-2,afinn
vision,1,afinn
visionary,3,afinn
visioning,1,afinn
visions,1,afinn
vitality,3,afinn
vitamin,1,afinn
vitriolic,-3,afinn
vivacious,3,afinn
vociferous,-1,afinn
vulnerability,-2,afinn
vulnerable,-2,afinn
walkout,-2,afinn
walkouts,-2,afinn
wanker,-3,afinn
want,1,afinn
war,-2,afinn
warfare,-2,afinn
warm,1,afinn
warmth,2,afinn
warn,-2,afinn
warned,-2,afinn
warning,-3,afinn
warnings,-3,afinn
warns,-2,afinn
waste,-1,afinn
wasted,-2,afinn
wasting,-2,afinn
wavering,-1,afinn
weak,-2,afinn
weakness,-2,afinn
wealth,3,afinn
wealthy,2,afinn
weary,-2,afinn
weep,-2,afinn
weeping,-2,afinn
weird,-2,afinn
welcome,2,afinn
welcomed,2,afinn
welcomes,2,afinn
whimsical,1,afinn
whitewash,-3,afinn
whore,-4,afinn
wicked,-2,afinn
widowed,-1,afinn
willingness,2,afinn
win,4,afinn
winner,4,afinn
winning,4,afinn
wins,4,afinn
winwin,3,afinn
wish,1,afinn
wishes,1,afinn
wishing,1,afinn
withdrawal,-3,afinn
woebegone,-2,afinn
woeful,-3,afinn
won,3,afinn
wonderful,4,afinn
woo,3,afinn
woohoo,3,afinn
wooo,4,afinn
woow,4,afinn
worn,-1,afinn
worried,-3,afinn
worry,-3,afinn
worrying,-3,afinn
worse,-3,afinn
worsen,-3,afinn
worsened,-3,afinn
worsening,-3,afinn
worsens,-3,afinn
worshiped,3,afinn
worst,-3,afinn
worth,2,afinn
worthless,-2,afinn
worthy,2,afinn
wow,4,afinn
wowow,4,afinn
wowww,4,afinn
wrathful,-3,afinn
wreck,-2,afinn
wrong,-2,afinn
wronged,-2,afinn
wtf,-4,afinn
yeah,1,afinn
yearning,1,afinn
yeees,2,afinn
yes,1,afinn
youthful,2,afinn
yucky,-2,afinn
yummy,3,afinn
zealot,-2,afinn
zealots,-2,afinn
zealous,2,afinn
